,id,f1_score,precision,recall,accuracy,binary_cross_entropy,seed,circuit,learning_rate,loss_history,val_loss_history,val_f1s,scaler
10,10,0.9066467513069455,0.8513323983169705,0.9696485623003195,0.8973727422003284,0.2897269129753113,2,Senokosov2024Circuit,0.01,"[0.6568779776755133, 0.5764241985192424, 0.5162119361522951, 0.47101316081458017, 0.4359080630697702, 0.40809997729957104, 0.38548786438217286, 0.3669591679384834, 0.3510461865287078, 0.33749645267074047, 0.32565319494001177, 0.31532866654819564, 0.30636507346245806, 0.2989342056803013, 0.29204324912279844, 0.2859626875602101]","[0.6135358214378357, 0.5434947609901428, 0.4905729591846466, 0.4503127336502075, 0.41848790645599365, 0.3931170701980591, 0.37236136198043823, 0.3550705313682556, 0.3401915431022644, 0.3274420499801636, 0.3162030875682831, 0.30641409754753113, 0.29824891686439514, 0.2906549572944641, 0.28389647603034973, 0.2778513729572296]","[0.853641933287951, 0.8899929027679205, 0.8899929027679205, 0.9013678905687545, 0.9013678905687545, 0.9073668854850474, 0.9078947368421053, 0.9123065585851142, 0.9110947832476121, 0.9180327868852459, 0.9192825112107623, 0.9194029850746268, 0.9216867469879518, 0.9181547619047619, 0.9199700822737472, 0.9224981188863808]",MinMaxScaler
11,11,0.8436657681940701,0.7296037296037297,1.0,0.8095238095238095,0.5654133558273315,2,Senokosov2024Circuit,0.001,"[0.7017686684664927, 0.6899713777789944, 0.6800753348752072, 0.6702834901056791, 0.6606915893131181, 0.651226025858992, 0.6418596519843528, 0.6328407106430907, 0.623997077541916, 0.6152935030036851, 0.606892913187805, 0.5986408130510857, 0.5907281103887057, 0.5831762938515136, 0.5757963331906419, 0.5686158222195349]","[0.6950668096542358, 0.6849088072776794, 0.6752455234527588, 0.6656200885772705, 0.6560637950897217, 0.6467499732971191, 0.6376193761825562, 0.6286657452583313, 0.6199170351028442, 0.611319899559021, 0.6029678583145142, 0.5948848128318787, 0.5871368646621704, 0.5795754194259644, 0.5722030401229858, 0.5650334358215332]","[0.6793066088840737, 0.6793066088840737, 0.6871232876712329, 0.7129050596930074, 0.7376470588235294, 0.755421686746988, 0.774074074074074, 0.7867001254705144, 0.7921667719519899, 0.803331197950032, 0.8212180746561886, 0.8266315095583389, 0.8299139642620781, 0.8337765957446809, 0.842175957018133, 0.8484438430311232]",MinMaxScaler
12,12,0.7588477366255144,0.7826825127334465,0.7364217252396166,0.7594417077175698,0.5063403844833374,2,Anusha2024Circuit,0.01,"[0.6190122659073064, 0.5380435553624442, 0.5239148290925905, 0.5216996526639712, 0.5207766637598213, 0.5211214093785537, 0.5213049229626593, 0.521001523556678, 0.5212313467146534, 0.5209844933920785, 0.5203302237940463, 0.5215372056945374, 0.5210687198529118, 0.5207399746501132, 0.5214468751494822, 0.5203773531278497]","[0.5595857501029968, 0.5301936268806458, 0.5247400999069214, 0.5242900848388672, 0.5240446925163269, 0.5248650908470154, 0.5239554047584534, 0.5244805812835693, 0.5239116549491882, 0.5239847898483276, 0.5242503881454468, 0.5246220827102661, 0.5249603390693665, 0.5239195227622986, 0.5239315629005432, 0.523937463760376]","[0.767031118587048, 0.767031118587048, 0.7709030100334449, 0.767031118587048, 0.7701342281879194, 0.7684478371501272, 0.7715481171548118, 0.7692307692307693, 0.7683333333333333, 0.7705192629815746, 0.767031118587048, 0.7677966101694915, 0.7697536108751062, 0.7675765095119934, 0.7645107794361525, 0.7683333333333333]",MinMaxScaler
13,13,0.7596390484003281,0.7807757166947723,0.7396166134185304,0.7594417077175698,0.5193570852279663,2,Anusha2024Circuit,0.001,"[0.7138330210980616, 0.6817430626404913, 0.6560225569103894, 0.6340089332508413, 0.6151286867496214, 0.5992351515512717, 0.5856690436209503, 0.5742180634682116, 0.5646409658028891, 0.5565908023793447, 0.5495640308057007, 0.5446931909965841, 0.5399443524840631, 0.5358145950656188, 0.5332056837842652, 0.529863824675742]","[0.6960304975509644, 0.6684427261352539, 0.6450912356376648, 0.6251019835472107, 0.6080695986747742, 0.5935683250427246, 0.5812991857528687, 0.5710857510566711, 0.5624974966049194, 0.5553062558174133, 0.5493475794792175, 0.544415295124054, 0.5403103232383728, 0.5369641184806824, 0.5342274308204651, 0.5320031642913818]","[0.6793066088840737, 0.688110281447444, 0.7345075016307893, 0.748587570621469, 0.75037147102526, 0.753822629969419, 0.7573872472783826, 0.768621236133122, 0.767757382282522, 0.7708502024291498, 0.7708674304418985, 0.7703703703703704, 0.7703703703703704, 0.768976897689769, 0.7679603633360859, 0.7675765095119934]",MinMaxScaler
14,14,0.9438893159108378,0.9096296296296297,0.9808306709265175,0.9400656814449918,0.2007744163274765,2,DoubleEntanglementVLCircuit,0.01,"[0.6525411474469461, 0.5561857014698418, 0.4818227785198312, 0.4255343439351571, 0.38179644736412327, 0.34749264534758895, 0.31993621430898966, 0.29756511973315164, 0.2785942638783078, 0.2626055251120737, 0.24888015636488012, 0.23703222143414773, 0.22681055421401797, 0.21826362727504028, 0.21064044711621185, 0.20344976174007906]","[0.6023008227348328, 0.5180635452270508, 0.4534611701965332, 0.4041726589202881, 0.3656129539012909, 0.33520281314849854, 0.31056585907936096, 0.2904341518878937, 0.2729846239089966, 0.2585592269897461, 0.24598434567451477, 0.23519352078437805, 0.2262689173221588, 0.21781425178050995, 0.21065230667591095, 0.20432274043560028]","[0.8818117480537863, 0.9221556886227545, 0.9221556886227545, 0.9312169312169312, 0.9312169312169312, 0.9367859862909368, 0.9382151029748284, 0.9482625482625483, 0.945342571208622, 0.9512006196746708, 0.9503875968992248, 0.9503875968992248, 0.9515625, 0.9512006196746708, 0.9503875968992248, 0.9516380655226209]",MinMaxScaler
15,15,0.8710801393728222,0.7725587144622992,0.9984025559105432,0.8481116584564861,0.542249858379364,2,DoubleEntanglementVLCircuit,0.001,"[0.7061425745487213, 0.6907890582163083, 0.6792866236677295, 0.6679493163369203, 0.6567621448714482, 0.6456352001742313, 0.634561431447142, 0.6238420795845357, 0.6132090205424711, 0.6028255322261861, 0.5926604210154006, 0.5826814235433152, 0.573072822470414, 0.5639124436205939, 0.5549643180872265, 0.5460997249342894]","[0.696864664554596, 0.6849079132080078, 0.6738481521606445, 0.6627335548400879, 0.6516239643096924, 0.6407409906387329, 0.6300126314163208, 0.6194515824317932, 0.6090862154960632, 0.5988667607307434, 0.5888909697532654, 0.579232394695282, 0.5699853897094727, 0.5609455108642578, 0.5521070957183838, 0.5434706211090088]","[0.6793066088840737, 0.6793066088840737, 0.6793066088840737, 0.6867800329127811, 0.7097505668934241, 0.735173223722842, 0.7564954682779457, 0.7810355583281348, 0.7929069031032299, 0.8106355382619974, 0.8305647840531561, 0.8445945945945946, 0.8480325644504749, 0.8565545641729582, 0.8658790826963169, 0.8811881188118812]",MinMaxScaler
16,16,0.613652357494722,0.5484276729559748,0.6964856230031949,0.5492610837438424,0.6809724569320679,3,Ranga2024Circuit,0.01,"[0.7026604955133638, 0.6873250046842977, 0.6845853003232103, 0.6838379074868403, 0.6837176013933984, 0.6836036975054365, 0.6836886419669578, 0.683753081058201, 0.6837368970246691, 0.6837368805549646, 0.6838499225283924, 0.6838298098821389, 0.6834311920561289, 0.6832342394872716, 0.683819152022663, 0.6835274206180322]","[0.6898513436317444, 0.6846023797988892, 0.6829068064689636, 0.6829901933670044, 0.6826930046081543, 0.6826710104942322, 0.6824092268943787, 0.6825242638587952, 0.6823298931121826, 0.6832540035247803, 0.6825818419456482, 0.6826496124267578, 0.682624876499176, 0.6824157238006592, 0.6832519769668579, 0.6823011040687561]","[0.6742081447963801, 0.616991643454039, 0.6208277703604806, 0.6044444444444445, 0.6070381231671554, 0.6069066862601029, 0.6148308135349172, 0.6210169491525424, 0.6187845303867403, 0.5937260902830911, 0.6079295154185022, 0.6216216216216216, 0.6063281824871228, 0.6098265895953757, 0.5938931297709924, 0.6156028368794326]",MinMaxScaler
17,17,0.6391076115485564,0.5423162583518931,0.7779552715654952,0.548440065681445,0.6846910715103149,3,Ranga2024Circuit,0.001,"[0.750722252224621, 0.7115158983751347, 0.7023718298265809, 0.6995614716096928, 0.6975930352744303, 0.6957858349931868, 0.6941728595840303, 0.6927475127342501, 0.6914408299091616, 0.69034489773606, 0.6893559460969347, 0.6884948334803707, 0.6878327107743213, 0.6870818322426394, 0.6866015591903737, 0.6861363965037622]","[0.7234196066856384, 0.7054221034049988, 0.7009981870651245, 0.698721170425415, 0.6968116164207458, 0.6950192451477051, 0.6933481693267822, 0.6919069886207581, 0.6906352639198303, 0.6895193457603455, 0.6885539293289185, 0.6876760125160217, 0.6869707703590393, 0.6863420605659485, 0.6857792735099792, 0.6853361129760742]","[0.2027194066749073, 0.38343834383438347, 0.5807243707796194, 0.6793066088840737, 0.6793066088840737, 0.6793066088840737, 0.6793066088840737, 0.6793066088840737, 0.6796959826275787, 0.6742081447963801, 0.6674514420247204, 0.6546329723225031, 0.6392523364485981, 0.6401491609695463, 0.6317135549872123, 0.6211424819435325]",MinMaxScaler
18,18,0.8098434004474273,0.7594405594405594,0.8674121405750799,0.7906403940886699,0.49351805448532104,3,Senokosov2024Circuit,0.01,"[0.6880553892176402, 0.652515203741036, 0.6229828780418948, 0.5983250531318941, 0.5774948651853361, 0.5600529222896224, 0.5455445360980535, 0.5334627849883155, 0.5235045371871245, 0.5147269766189551, 0.5073178977166352, 0.5012442050991874, 0.49566511711791944, 0.49055812439244045, 0.48722603074029874, 0.4836749165858093]","[0.6693589091300964, 0.6383048295974731, 0.6121733784675598, 0.5902544260025024, 0.5720126032829285, 0.5568143725395203, 0.5440542101860046, 0.5338459014892578, 0.5246713161468506, 0.5177516341209412, 0.5109484791755676, 0.505456268787384, 0.5010603070259094, 0.4969961643218994, 0.4937417209148407, 0.4907277524471283]","[0.8095617529880478, 0.8202764976958525, 0.819672131147541, 0.822104466313399, 0.8231753197893152, 0.8229954614220878, 0.8237951807228916, 0.8194343727338651, 0.8219584569732937, 0.8197226502311248, 0.8224582701062215, 0.8233555062823356, 0.8222730739893211, 0.8231797919762258, 0.8224582701062215, 0.8224719101123595]",MinMaxScaler
19,19,0.8089219330855019,0.7566063977746871,0.8690095846645367,0.7889983579638752,0.6492832899093628,3,Senokosov2024Circuit,0.001,"[0.7069124318659306, 0.7018452967075925, 0.6978453634993026, 0.6939423986171421, 0.6900042460152978, 0.6860120959187809, 0.6820765665095103, 0.678227308745447, 0.6744175347450533, 0.6706434443200889, 0.6669195182621479, 0.6632934512668535, 0.6597399499855543, 0.6561685861333421, 0.6527468422917944, 0.649279731864992]","[0.7036466598510742, 0.6996122598648071, 0.6957780122756958, 0.691940188407898, 0.6880901455879211, 0.6842392683029175, 0.6804236173629761, 0.6766958236694336, 0.6730077862739563, 0.6693544983863831, 0.665769100189209, 0.6622452139854431, 0.658821165561676, 0.6554552912712097, 0.6520906686782837, 0.6487880945205688]","[0.6786296900489397, 0.6471251409244645, 0.6528555431131019, 0.6905286343612335, 0.8071872840359364, 0.814873417721519, 0.8233555062823356, 0.8218562874251497, 0.8208516886930984, 0.8234410217881293, 0.8231753197893152, 0.8223048327137547, 0.8227374719521316, 0.8194343727338651, 0.8199853049228508, 0.8221225710014948]",MinMaxScaler
20,20,0.6811145510835913,0.6606606606606606,0.7028753993610224,0.6617405582922824,0.6347560286521912,3,Anusha2024Circuit,0.01,"[0.6575952436971036, 0.6394768951362685, 0.6350777051166484, 0.6340482668264916, 0.6341583595464104, 0.6339004876974382, 0.6340105509091365, 0.6340913922574959, 0.6341448569376218, 0.6341700678397166, 0.6341174276251542, 0.6342381488923964, 0.6340785856897894, 0.6336576636684569, 0.6342513445568713, 0.6337873058295563]","[0.6405668258666992, 0.6310209631919861, 0.6287785172462463, 0.6276387572288513, 0.6274759769439697, 0.6274430155754089, 0.6275028586387634, 0.6276983618736267, 0.6273796558380127, 0.6274260878562927, 0.6273328065872192, 0.6276612877845764, 0.6272997856140137, 0.6276252865791321, 0.6273609399795532, 0.627350389957428]","[0.6988679245283019, 0.6943164362519201, 0.702903946388682, 0.6904577191621412, 0.6949152542372882, 0.6906812842599843, 0.6951219512195121, 0.6997742663656885, 0.6947852760736196, 0.6831604150039904, 0.6897093479968578, 0.7002253944402704, 0.6906812842599843, 0.6997742663656885, 0.6954510408635313, 0.6948501152959262]",MinMaxScaler
21,21,0.6909090909090909,0.6570605187319885,0.7284345047923323,0.6650246305418719,0.6384838223457336,3,Anusha2024Circuit,0.001,"[0.6739388770963016, 0.668649787573438, 0.6641593520578585, 0.660240485872093, 0.6569355483117857, 0.6537917621041599, 0.6511806900563993, 0.6488432437181473, 0.6468193672205272, 0.6450831358762164, 0.6434080981110272, 0.6420515505106825, 0.640843174763416, 0.6396474493177313, 0.6389016016925636, 0.6378328370812693]","[0.6697232723236084, 0.6646236777305603, 0.6601120233535767, 0.6562009453773499, 0.6527249813079834, 0.6495966911315918, 0.6468467712402344, 0.6444013714790344, 0.6422331929206848, 0.6403219699859619, 0.6386487483978271, 0.6371840238571167, 0.6358733177185059, 0.634766697883606, 0.6337968707084656, 0.6329097151756287]","[0.7027427724240178, 0.7031700288184438, 0.7031700288184438, 0.7027417027417028, 0.7054545454545454, 0.7028231797919762, 0.7027427724240178, 0.7024608501118568, 0.7024608501118568, 0.7012012012012012, 0.7003012048192772, 0.7003012048192772, 0.6998491704374057, 0.7002253944402704, 0.7003012048192772, 0.6984126984126984]",MinMaxScaler
22,22,0.8767772511848341,0.8671875,0.8865814696485623,0.8719211822660099,0.31579455733299255,3,DoubleEntanglementVLCircuit,0.01,"[0.5595263014302442, 0.4545052722096443, 0.3987630471391113, 0.36573878210037947, 0.3448941390471239, 0.3309034905151317, 0.32208623374371154, 0.3152242544548292, 0.3111215030382338, 0.30764219762855455, 0.30518174725339603, 0.3032722226589134, 0.3018854490334266, 0.3005110464598003, 0.30059090673335287, 0.2996759466385763]","[0.49705228209495544, 0.4252781569957733, 0.38454127311706543, 0.3595547378063202, 0.3435969054698944, 0.3329904079437256, 0.32678914070129395, 0.32124099135398865, 0.3176212012767792, 0.31510624289512634, 0.31355607509613037, 0.3125130534172058, 0.31132450699806213, 0.31201785802841187, 0.30991455912590027, 0.3098543584346771]","[0.8640483383685801, 0.8692913385826772, 0.8696330991412958, 0.8672985781990521, 0.8679841897233201, 0.8660287081339713, 0.8703849175176748, 0.8672985781990521, 0.8655529037390612, 0.8660287081339713, 0.8686708860759493, 0.8672985781990521, 0.8650793650793651, 0.8690196078431373, 0.8667736757624398, 0.8686708860759493]",MinMaxScaler
23,23,0.8698999230177059,0.8395245170876672,0.902555910543131,0.861247947454844,0.45197468996047974,3,DoubleEntanglementVLCircuit,0.001,"[0.633387532673384, 0.6137726301033246, 0.5961338665924574, 0.579603544779514, 0.5641134388156628, 0.549388620316198, 0.5358214107783217, 0.5230265245037643, 0.5110769778686134, 0.49966680680058506, 0.48916122856500904, 0.4790511295983666, 0.4696887503133008, 0.46076435674177973, 0.45260102566527693, 0.4446934705698176]","[0.6239243745803833, 0.6058237552642822, 0.5889213681221008, 0.5731794834136963, 0.5583056211471558, 0.5443041920661926, 0.5312759876251221, 0.5190965533256531, 0.5076898336410522, 0.4969277083873749, 0.4867915213108063, 0.4772612154483795, 0.46836817264556885, 0.4599628448486328, 0.4519505202770233, 0.4443826675415039]","[0.7274853801169591, 0.7869481765834933, 0.8169582772543742, 0.8307905686546463, 0.8516129032258064, 0.8594436310395315, 0.8590405904059041, 0.8641791044776119, 0.8633633633633634, 0.8647014361300076, 0.8669201520912547, 0.8669201520912547, 0.8680396643783371, 0.8673780487804879, 0.8692307692307693, 0.8686244204018547]",MinMaxScaler
